Time,Temperature
2026-01-22 23:41:22,13.8
2026-01-22 23:41:33,13.8
2026-01-22 23:41:47,13.8
2026-01-22 23:41:58,13.8
2026-01-22 23:42:10,13.8
2026-01-22 23:42:22,13.8
2026-01-22 23:42:34,13.8
2026-01-22 23:42:46,13.8
